Country Name,1960,1961,1962,1963,1964,1965,1966,1967,1968,1969,1970,1971,1972,1973,1974,1975,1976,1977,1978,1979,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016
Cameroon,271.358,282.35900000000004,289.693,300.694,337.36400000000003,311.695,344.69800000000004,458.375,506.046,572.052,638.058,810.4069999999999,861.745,898.415,975.422,1162.4389999999999,1092.766,1565.809,2002.182,1829.8329999999999,3905.355,5342.819,6343.91,6589.599,6057.884,6475.922,1994.848,1844.501,2200.2,7634.694,682.062,102.676,2783.2529999999997,2937.2670000000003,2885.929,3256.296,3622.9959999999996,3215.9590000000003,3208.625,3080.28,3432.312,3421.3109999999997,3417.6440000000002,3795.345,3956.6929999999998,3696.336,3861.3509999999997,5834.196999999999,5544.504,6725.278,6780.283,6299.906,6024.880999999999,5020.123,6798.618,7928.054,8291.087
"Congo, Dem. Rep.",2321.2110000000002,2357.881,2174.531,2295.542,1976.513,2471.558,2405.552,2291.875,3369.973,3652.3320000000003,2713.58,2962.9359999999997,3021.6079999999997,3193.9570000000003,3369.973,3237.961,3413.9770000000003,3487.317,3538.655,3755.008,3501.985,3777.01,3072.946,4026.366,3964.027,3641.3309999999997,3377.3070000000002,3854.0170000000003,4019.032,4393.066,4294.057,3157.2870000000003,2827.257,2676.91,1716.156,2126.86,2335.879,1888.505,1668.485,1334.7879999999998,909.416,788.405,876.413,1070.764,1191.775,1499.8029999999999,1609.8129999999999,1756.493,1859.1689999999999,1749.1589999999999,2020.517,2493.56,2405.552,3589.993,4671.758,2838.258,2020.517
"Congo, Rep.",223.687,267.691,238.355,234.688,267.691,245.68900000000002,308.028,322.69599999999997,451.041,502.379,572.052,685.7289999999999,663.727,1221.111,1624.481,1100.1,1235.779,480.37699999999995,322.69599999999997,348.365,407.037,473.043,1345.789,1144.104,1140.437,1279.7830000000001,1067.097,1323.787,1499.8029999999999,1507.1370000000002,1188.108,1265.115,1573.1429999999998,1543.807,2148.862,1565.809,1716.156,2343.2129999999997,777.404,821.408,1048.762,766.403,575.719,916.75,949.753,982.7560000000001,1118.435,1213.777,1309.119,1738.158,1972.846,2251.538,2962.9359999999997,3237.961,3157.2870000000003,3230.627,3281.965
Colombia,16409.825,18217.656000000003,19442.433999999997,21257.599,21708.64,22885.747000000003,23501.803,24715.58,26604.085,28048.882999999998,28404.582000000002,30326.09,31481.195,33699.73,36479.316,35896.263,38089.129,39354.244,41682.789,44433.039000000004,44356.032,44458.708,45914.507000000005,49449.495,48980.119000000006,48378.731,49101.13,50487.255999999994,52445.434,53233.83900000001,57337.212,57120.859000000004,62049.307,64022.153,67571.80900000001,59614.419,60527.502,64909.567,65976.664,56512.137,57923.932,56273.782,55661.393,57421.553,55071.005999999994,60945.54,62940.388,62430.675,68088.856,73288.662,77040.003,76926.326,80186.289,92734.763,86680.546,94109.888,97813.558
Comoros,11.001,11.001,11.001,11.001,11.001,14.668,18.335,18.335,18.335,18.335,29.336,29.336,29.336,29.336,29.336,33.003,40.336999999999996,40.336999999999996,29.336,22.002,47.67100000000001,47.67100000000001,47.67100000000001,47.67100000000001,47.67100000000001,47.67100000000001,44.004,47.67100000000001,51.338,51.338,62.339,66.006,66.006,69.673,69.673,73.34,77.007,80.67399999999999,88.008,91.675,102.676,102.676,102.676,132.012,143.013,139.346,161.34799999999998,102.676,106.34299999999999,132.012,161.34799999999998,135.679,143.013,176.016,154.014,168.68200000000002,201.685
Cabo Verde,22.002,22.002,18.335,14.668,29.336,25.669,22.002,18.335,29.336,36.67,36.67,36.67,51.338,62.339,66.006,77.007,73.34,80.67399999999999,209.019,249.356,121.01100000000001,33.003,36.67,36.67,84.34100000000001,84.34100000000001,58.672,80.67399999999999,73.34,80.67399999999999,95.34200000000001,99.009,106.34299999999999,110.01,113.677,121.01100000000001,143.013,146.68,157.681,183.35,216.35299999999998,234.688,275.025,308.028,330.03,440.04,473.043,506.046,469.376,524.381,557.384,616.056,506.046,498.712,491.37800000000004,495.045,542.716
Costa Rica,491.37800000000004,491.37800000000004,550.05,601.388,674.7280000000001,847.077,993.757,876.413,1037.761,1147.771,1250.447,1529.139,1763.8270000000002,2046.1860000000001,1906.84,2038.852,2086.5229999999997,2614.571,2922.599,2794.2540000000004,2464.224,2251.538,2086.5229999999997,2104.8579999999997,2002.182,2266.206,2607.237,2757.5840000000003,2940.934,2973.937,2955.6020000000003,3336.97,3791.678,3953.026,5269.479,4866.109,4748.765,4987.12,5317.15,5522.5019999999995,5474.831,5760.857,6325.575,6626.269,6930.63,6868.291,7099.312,8122.405,8129.7390000000005,7902.385,7568.688,7374.3369999999995,7337.6669999999995,7719.035,7843.713000000001,7513.683000000001,8023.396
Caribbean small states,5878.201,8804.466999999999,11771.07,5984.544,10652.635,11917.75,11756.402,14026.275,14026.275,14869.685,20960.572,25060.278,25580.992000000002,30670.787999999997,29482.68,31583.871,34766.827000000005,38606.176,37091.705,37524.411,38837.197,32566.627,31620.541,28639.27,28899.627,31972.572999999997,27894.869,29240.658,27146.801,29904.385,31459.193,32170.591,33919.75,33208.352,32907.657999999996,33725.399,37869.109,36171.288,37165.045,41059.399,42757.22,45797.163,46926.599,50908.960999999996,52496.772000000004,56842.167,62397.672,63805.8,64051.489,61715.61,65419.28,63937.812000000005,62746.037000000004,65254.265,63710.458,63266.751,61722.944
Cuba,13699.912,12181.774,14169.288,13039.851999999999,14293.966,14609.328000000001,15185.046999999999,15749.765,16035.791000000001,17260.569,18672.363999999998,19607.449,20799.224,22398.036,22911.416,27066.127,27223.807999999997,29402.006,30689.123,31712.216,31400.521,32749.977000000003,34554.141,30843.137000000002,32603.297000000002,32577.627999999997,33567.718,33952.753,35635.906,35738.582,32962.663,29057.307999999997,21173.257999999998,19875.14,21378.61,25709.337000000003,26996.453999999998,24649.574,24499.227000000003,25331.636000000002,26083.371,25452.647,26090.705,25485.65,25005.272999999997,26006.363999999998,26505.076,25958.693,27942.54,28206.564,34114.101,29380.004,29746.703999999998,27953.541,27623.511000000002,29244.325,28283.571
Curacao,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5999.2119999999995,5214.474,5881.868,6395.2480000000005,5390.49
Cayman Islands,11.001,11.001,11.001,11.001,11.001,11.001,18.335,14.668,22.002,44.004,36.67,44.004,55.005,58.672,55.005,55.005,66.006,69.673,91.675,91.675,161.34799999999998,154.014,161.34799999999998,168.68200000000002,183.35,190.68400000000003,201.685,216.35299999999998,223.687,256.69,249.356,271.358,311.695,333.69699999999995,366.7,363.033,385.035,407.037,429.039,429.039,465.709,465.709,484.04400000000004,484.04400000000004,462.042,473.043,484.04400000000004,572.052,583.053,557.384,557.384,586.72,535.382,535.382,546.383,557.384,546.383
Cyprus,887.414,865.4119999999999,905.7489999999999,986.423,1001.091,1151.438,1243.113,1364.124,1624.481,1672.152,1705.155,1884.838,2405.552,2500.894,1925.175,1980.18,2464.224,2669.5759999999996,2808.922,3003.2729999999997,3208.625,3047.277,3102.282,3098.615,3182.9559999999997,3102.282,3545.989,4121.708,4129.042,4341.728,4708.428,4899.112,5287.814,5599.509,6285.238,5471.164000000001,6061.5509999999995,5874.534000000001,6402.581999999999,6376.9130000000005,6978.3009999999995,6882.959,7022.305,7748.371,7334.0,7502.682,7788.7080000000005,8195.745,8577.113000000001,8111.404,7708.034000000001,7425.675,6919.629,5947.874,6061.5509999999995,6138.558000000001,6626.269
Czech Republic,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,138176.22699999998,132631.723,125734.09599999999,123830.92300000001,125352.728,127409.915,122492.46800000001,111949.84300000001,123801.587,123684.243,119694.54699999999,122037.76,116757.28,120094.25,122092.765,123288.207,116716.94300000001,107710.791,112745.582,107993.15,103350.728,102012.273,97160.832,99852.41,102217.625
Germany,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,929973.202,891975.748,877645.1120000001,865558.68,864110.215,889614.2,862276.715,855364.42,822460.429,829977.7790000001,853662.932,829724.7559999999,823003.145,815969.839,797759.517,816721.574,781247.016,779296.172,720547.165,757880.892,729810.007,738141.431,757961.566,720363.815,727045.089,727972.84
Djibouti,40.336999999999996,44.004,47.67100000000001,66.006,84.34100000000001,121.01100000000001,139.346,88.008,121.01100000000001,84.34100000000001,139.346,161.34799999999998,190.68400000000003,179.683,194.351,198.018,198.018,198.018,201.685,363.033,348.365,300.694,348.365,348.365,352.032,359.366,377.70099999999996,388.702,348.365,388.702,322.69599999999997,337.36400000000003,337.36400000000003,337.36400000000003,330.03,330.03,333.69699999999995,348.365,341.031,341.031,366.7,366.7,399.70300000000003,421.705,407.037,414.371,410.704,462.042,498.712,458.375,517.047,473.043,480.37699999999995,572.052,612.389,627.057,619.7230000000001
Dominica,11.001,11.001,11.001,14.668,14.668,14.668,14.668,22.002,22.002,18.335,25.669,25.669,25.669,25.669,29.336,29.336,29.336,25.669,25.669,33.003,36.67,36.67,40.336999999999996,40.336999999999996,44.004,47.67100000000001,47.67100000000001,47.67100000000001,55.005,58.672,58.672,58.672,58.672,62.339,66.006,80.67399999999999,73.34,80.67399999999999,77.007,80.67399999999999,102.676,110.01,102.676,117.344,143.013,143.013,143.013,183.35,165.015,161.34799999999998,172.34900000000002,154.014,165.015,168.68200000000002,176.016,176.016,179.683
Denmark,29779.707000000002,31734.217999999997,36926.69,40707.367,43189.926,44337.697,50127.89,49075.460999999996,53325.514,59401.733,62100.645,57062.187000000005,59643.755,59266.054000000004,55078.34,55778.737,60135.133,61847.622,61117.889,62999.06,60369.820999999996,51789.041,53695.880999999994,50175.560999999994,50861.29,60072.794,58903.02099999999,58341.97,55107.676,48785.768,50230.566,60270.812000000005,54322.937999999995,57065.85400000001,61000.545,57172.197,72181.228,61557.929000000004,59552.08,55148.013,51330.666,52918.477,52049.398,55998.757000000005,50600.933,47062.278,55019.668,50318.574,47421.644,44488.044,45815.498,40656.029,36427.977999999996,37253.053,33146.013,30817.467999999997,31785.556
Dominican Republic,1041.428,1030.427,1243.113,1250.447,1749.1589999999999,1547.474,1672.152,1569.476,2350.547,2654.908,3109.616,3523.987,4675.425,5966.209,6417.25,6340.243,6332.909000000001,5614.177,5449.161999999999,6809.619000000001,6457.5869999999995,6167.894,6340.243,7913.3859999999995,7444.01,7293.6630000000005,8181.076999999999,9754.22,9834.894,10366.609,9229.839,10043.913,10923.993,11763.736,12475.133999999998,15885.444,17326.575,18048.974,18397.339,18562.354,19790.799,19816.468,21330.939,21514.289,18309.331000000002,18639.361,19783.465,21173.257999999998,20711.216,20227.172,21022.911,21767.312,21965.33,21473.952,22145.013,24136.194,25258.296000000002
Algeria,6160.56,6065.218000000001,5669.182,5427.16,5650.847,6596.933000000001,8430.433,8441.434000000001,9061.157,11276.025,15075.037,18668.697,28349.577,38312.816,31906.567000000003,32031.245,39170.894,41891.808,62529.684,45621.147000000004,66519.38,46438.888,39269.903,52625.117,71103.13,72786.283,76277.267,84120.98,83948.631,80046.943,76970.33,79049.519,80138.618,82210.473,86416.522,95294.329,97098.493,87340.606,106999.39300000001,92045.367,87861.32,84219.989,89907.506,91575.991,88510.379,107278.085,101069.854,109404.945,110208.01800000001,121399.70199999999,119177.5,121187.016,129987.81599999999,134465.223,145411.218,153133.92,150005.969
East Asia & Pacific (excluding high income),852413.928748898,632508.666815256,526960.35326326,526831.9945112129,535743.759296231,587208.2840814829,642263.1865311529,564492.452361976,619312.641665044,738998.009467133,974639.006476098,1121719.79935806,1164727.31607983,1224278.44224408,1245307.27322239,1417018.27692583,1481953.13589025,1626650.12337704,1789841.77333743,1833780.80785977,1814402.3036935,1804034.58392097,1941081.38978573,2049456.51783597,2208390.32462129,2386599.94857125,2510638.51176421,2685576.82123341,2894082.77805952,2958702.24123319,2946702.5316132004,3118777.06221278,3270593.292541,3501818.43349152,3700207.34542359,4019214.57415773,4210181.04611511,4258899.97648255,4012760.27852757,4040953.8153484003,4188676.50658371,4332445.94174555,4725754.58170848,5469902.12507237,6233173.53348382,6929102.53389267,7566735.83292834,7772136.77809504,8707515.63775817,8748576.02451514,10004234.7018944,11048097.0322578,11385465.481061501,11544822.4665854,11555273.6680016,11582531.1347127,11421388.277227499
Early-demographic dividend,591478.990602743,616931.669919215,652102.0006103939,686265.339928299,730747.1171462421,782877.544969219,822755.81915851,894407.21525913,982916.403116197,1038897.06732799,1118152.58394427,1190624.65151752,1223480.55324896,1345289.82050946,1397838.99975066,1429183.51568528,1553494.02367388,1664515.96767101,1747442.31088573,1846146.89684438,1935601.90229852,2008985.76162609,2098421.49712085,2154458.53901061,2230289.6831799997,2348460.78210874,2467633.91892547,2567679.69405727,2693574.19270726,2820347.40150519,2844346.20892249,3077327.42576626,3170623.8789999997,3329834.018,3448285.452,3500888.567,3675690.79,3786786.222,3886081.248,4081774.37,4237636.538,4290070.971,4370374.603999999,4598601.35,4833667.051,5002330.716,5275272.86,5484214.852999999,5871105.355,6106486.418,6173610.852999999,6417011.645,6767855.5370000005,6644240.967,7002352.852999999,7309544.777000001,7422679.061000001
East Asia & Pacific,1215379.54273003,1052154.2638414,965466.7749392829,1010723.60319924,1066262.9060975001,1161231.03286611,1254442.05303646,1266272.25925643,1406173.15997493,1636368.79747003,2026255.7116701999,2214288.12736923,2332124.31788211,2487149.54115717,2512486.3580134,2653341.01179149,2786338.20767092,2989718.71106742,3160161.71937893,3283019.78657868,3277733.79365992,3245948.13880844,3365944.94682941,3472702.9287269996,3714611.38745011,3891437.20469891,4033146.56794963,4231281.42951836,4580927.30116565,4730127.29421519,4778302.82856771,4981028.04347832,5203770.83728638,5486513.29929586,5786202.70181498,6138581.68300955,6415539.4425983,6516337.0569413,6181932.10355999,6306433.42560285,6542447.08346678,6667667.36662216,7120524.83146183,7877680.09757722,8690370.18267063,9362921.04986078,10008085.9884849,10281497.767678,11205668.316336801,11156119.8133807,12549251.463196902,13629697.139183301,13991440.0924722,14166073.9892175,14131065.7783637,14125802.075244,13955922.017692499
Europe & Central Asia (excluding high income),2372230.09236621,2451484.27323216,2584020.29307268,2771765.05674931,2960987.11415313,3141578.97341948,3322030.69415044,3481193.03571414,3586921.7215566,3744174.67557568,3927925.49099384,4172455.55702967,4395853.89975054,4586500.69893077,4758917.81029965,5002595.36691189,5200208.21912189,5387532.56719237,5566921.57069666,5606528.22425989,5811142.16413351,5720671.06133111,5850649.55290085,5936858.10858529,5991488.78096294,6458728.175254,6495111.64250337,6490738.15237823,6642076.09238292,6524856.04663887,6108527.81443212,5877024.79308147,3644045.69204298,3339351.37675526,2915986.72305787,2816608.06626521,2751592.13010848,2579906.31129955,2552150.79430334,2573005.95527991,2609943.15514975,2604309.36774592,2620098.25425926,2736197.87179887,2772988.49547875,2792648.49675257,2896398.72519394,2941111.74656438,2994923.2410000004,2735409.651,2934784.441,3078948.8789999997,3119439.893,3028791.653,2989433.742,2920996.521,2979371.494
Europe & Central Asia,4583645.922333901,4740275.55815682,5004792.4004384,5358971.11136977,5637409.05472087,5899808.27621453,6157823.65116475,6365185.96145335,6648511.94677358,6993248.93494373,7417351.5904389005,7731985.45803479,8092946.92427185,8478051.39041941,8558011.47761472,8697010.19549904,9149597.23888597,9304210.093006099,9610474.31653542,9840355.58673173,9902631.68278575,9558892.47082645,9564051.18612937,9580896.62066793,9609890.51130566,10140033.4258054,10172360.313573,10236642.5766892,10326803.3334444,10351944.1095658,9750683.10344141,9575918.29847798,7662172.42243361,7294022.06501814,6835341.53298609,6787753.20992648,6834514.58714005,6580901.7918178,6564314.66729153,6518851.18714574,6569031.59606359,6652964.74529848,6640019.14911668,6832819.90439726,6875921.21187968,6879559.03194681,7015318.80322482,6985332.29103439,6965499.49830496,6399238.80692409,6697917.01146453,6686151.95713463,6661329.71146263,6508718.05195837,6280567.76905297,6224889.12131441,6269012.20782758
Ecuador,1763.8270000000002,1646.483,1565.809,1796.83,2145.195,2277.2070000000003,2420.22,2592.569,3116.95,3593.66,4283.056,4224.384,4594.751,5262.145,6090.887,7363.335999999999,8111.404,7484.347,10425.280999999999,12167.106000000002,13443.222,16692.183999999997,19288.42,19556.111,21257.599,19431.433,15276.722,15115.374,17271.57,20267.509,16827.863,16497.833,22280.692000000003,24205.867000000002,13652.241000000002,22841.743,24191.199,18360.668999999998,22460.375,21495.953999999998,20718.55,23116.767999999996,24950.267999999996,26967.118,29046.307,30263.751,28859.29,31924.902000000002,33868.412000000004,36068.612,36460.981,36482.983,32526.29,41451.768,46152.862,43270.6,41154.741
"Egypt, Arab Rep.",16054.126,17088.22,18595.357,21554.626,25522.32,27641.846,26563.748,19677.122,22904.082000000002,19695.457,21686.638,23047.095,25511.319,23795.162999999997,26123.708,31099.827,34495.469,37865.442,39313.907,42947.904,45239.779,50978.634000000005,56523.138,57091.523,63838.803,63937.812000000005,74564.77799999999,74810.467,74531.775,72181.228,75540.2,77689.062,80376.973,92731.09599999999,85034.06300000001,95444.67599999999,94183.228,108202.16900000001,122243.112,125393.065,141326.18,125451.737,127193.56199999999,147963.45,150911.718,167207.866,178586.56699999998,189092.522,198586.385,206734.45899999997,202715.427,217412.763,220108.008,214402.15600000002,227852.712,224581.74800000002,238560.35199999998
Euro area,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2652599.52518656,2585293.672,2533577.971,2521044.165,2568183.45,2633687.071,2601094.775,2648410.076,2619499.4480000003,2637185.389,2702479.9910000004,2701643.915,2741848.903,2766494.81,2751595.789,2752534.541,2705219.24,2641688.465,2442731.713,2496482.599,2400388.864,2351221.728,2309388.5919999997,2191967.585,2237357.44955281,2228500.89061568
Eritrea,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,711.398,795.7389999999999,865.4119999999999,773.737,590.387,619.7230000000001,608.722,630.724,605.055,715.065,770.07,766.403,550.05,564.7180000000001,407.037,502.379,502.379,579.386,645.3919999999999,652.726,711.398,693.063,711.398
Spain,48928.780999999995,53677.545999999995,60054.459,58822.347,64410.855,71117.798,77729.399,86519.198,97157.165,96882.14,116929.629,128682.364,145026.18300000002,155367.12300000002,173152.073,181644.845,198443.372,195663.78600000002,200493.225,203745.854,215003.544,207288.176,209906.414,204867.956,198953.085,201233.95899999997,190467.647,190878.35100000002,199033.759,226671.938,218597.204,225634.177,233921.59699999998,219253.59699999998,233404.55,241611.296,233305.54100000003,252073.247,261541.44100000002,282355.333,294434.43100000004,297830.07300000003,314518.59,321097.188,339428.521,353462.13,350037.152,358236.564,329285.599,288237.201,270910.626,270547.593,264779.402,237034.88,233976.60199999998,250496.437,244002.18
Estonia,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23879.504,19508.44,19042.731,17520.926,18349.668,18107.646,16310.816,15159.378,14858.684,15570.082,14888.02,17124.89,17282.571,16754.523,16175.136999999999,18357.002,17018.547,14312.301000000001,17781.283,18096.645,17146.892,19332.424,18173.652,16362.153999999999,16589.508
Ethiopia,352.032,341.031,396.036,421.705,407.037,645.3919999999999,825.075,1074.431,1727.1570000000002,1668.485,1653.817,1851.835,1408.128,1752.826,1738.158,1210.11,1177.107,1048.762,1371.4579999999999,1848.168,1822.499,1866.503,1481.4679999999998,1844.501,1664.818,1815.165,2214.868,2581.5679999999998,2673.243,2827.257,3017.941,2984.938,2966.603,3028.942,2240.5370000000003,2563.2329999999997,2860.26,3050.9440000000004,3219.6259999999997,3157.2870000000003,3549.656,4352.729,4521.411,4987.12,5295.148,5119.1320000000005,5504.1669999999995,6024.880999999999,6629.936,6673.94,6527.26,7135.982,8518.440999999999,10410.613000000001,12434.796999999999,13718.247,14869.685
European Union,1640341.36187554,1725769.6079823996,1870376.85593397,2043402.70717764,2160664.90643398,2243339.73531055,2344860.17545226,2458712.58731027,2631360.19133846,2815961.51986748,3028569.8297188,3116645.806334,3298988.77648826,3500344.2316792,3499354.11396811,3437494.00686077,3729773.41770107,3704152.73131168,3855323.68094355,3998479.12708279,3959553.03864316,3717358.0090989997,3635256.1135047004,3575298.36739284,3570675.96392137,3636902.60138382,3612728.15434772,3693077.87534093,3635250.55104565,3746966.97862803,3556141.25842083,3550467.55018871,3443228.659,3400112.0730000003,3345231.751,3409965.3019999997,3503873.505,3435769.981,3437009.4269999997,3365942.9669999997,3370336.0330000003,3451952.452,3445058.492,3507327.8189999997,3516330.3039999995,3497837.623,3530492.258,3475446.921,3394285.21,3129531.477,3217253.4510000004,3120936.0289999996,3027805.23,2966298.639,2821760.167,2867173.26688163,2881620.53582915
Fragile and conflict affected situations,90241.77317430971,86652.6566590984,90182.15959636231,95487.4572588931,98481.8099232255,119601.733060872,130188.056873269,146559.010132782,156828.98702229,178916.781102585,195400.715405987,194278.437036689,196967.385881247,213059.652565834,234002.572068054,210069.420937572,239290.084922058,238062.357578465,241139.20800704102,296868.990922677,303854.985469813,298932.777991049,298699.283833679,310151.795649225,324699.988067329,340713.168021193,357739.411335262,354560.87796718604,393313.376021105,366589.593106566,347823.44171660603,355087.290803941,363887.28998265206,388455.08899986796,402460.57430236205,405533.965476874,394481.001362684,416785.575606003,457260.63815912,469711.620453912,490067.214928029,531359.349769004,553682.664202412,585351.648961421,570431.40555035,592980.382157036,582530.216694084,548526.899527968,609005.967558632,608121.515986962,673633.8430717561,676313.102226102,696933.035938833,713753.303178211,727977.0293834909,700105.765310512,712685.877347693
Finland,15104.373,14939.358,16809.528000000002,19358.093,22852.744,25327.968999999997,29519.35,28617.267999999996,33314.695,37935.115,40395.672,40582.689,44161.681,49387.155999999995,46680.91,46101.524000000005,51279.328,50219.565,51913.719000000005,54333.939000000006,58246.628,51510.349,43083.583,41576.446,42254.84099999999,49665.848,53329.181,57656.240999999995,52185.077000000005,52584.78,51745.037000000004,53699.547999999995,47472.982,50402.915,57223.535,52713.125,61282.904,59933.448,56988.847,55423.038,52196.078,56552.474,61348.91,68671.909,67186.774,54777.64599999999,65774.979,63739.794,56966.845,53395.187000000005,61928.295999999995,56662.484000000004,49013.122,47164.954000000005,47230.96,42606.873,45870.503
Fiji,194.351,168.68200000000002,231.021,242.02200000000002,425.37199999999996,344.69800000000004,322.69599999999997,355.699,396.036,432.70599999999996,520.714,550.05,579.386,630.724,671.061,623.39,484.04400000000004,766.403,711.398,839.743,795.7389999999999,1081.765,839.743,715.065,583.053,579.386,605.055,476.71,553.717,630.724,814.074,671.061,748.068,751.735,748.068,762.7360000000001,821.408,792.072,770.07,784.738,843.41,1056.096,891.081,1048.762,1353.1229999999998,1096.433,1217.444,1158.772,894.748,792.072,1221.111,1089.099,1059.763,1338.455,1646.483,2156.196,2046.1860000000001
France,271218.654,281211.229,298706.48600000003,334019.696,345303.055,351852.31700000004,347235.564,372009.816,384631.63,413259.899,439013.24,462434.369,480729.032,516599.626,499071.36600000004,446919.292,505602.29299999995,480857.37700000004,505858.98299999995,529155.434,505363.93799999997,454700.666,436893.714,422603.415,405342.846,400880.107,385614.386,377491.981,372207.834,390649.177,375691.484,390689.51399999997,365893.26,359916.05,338119.402,349160.739,375306.44899999996,351562.624,377444.31,368918.535,362226.26,377535.985,375075.42799999996,380689.605,383758.88399999996,385368.69700000004,375764.82399999996,369142.222,366325.966,351899.98799999995,353033.091,331804.828,333227.624,334096.703,303275.568,0,0
Faroe Islands,58.672,113.677,117.344,124.678,121.01100000000001,135.679,139.346,168.68200000000002,183.35,212.68599999999998,256.69,260.357,234.688,253.023,300.694,348.365,330.03,407.037,399.70300000000003,480.37699999999995,421.705,440.04,458.375,487.711,498.712,517.047,491.37800000000004,498.712,528.048,579.386,704.064,656.393,649.059,583.053,575.719,572.052,601.388,590.387,623.39,630.724,689.3960000000001,762.7360000000001,726.066,733.4,748.068,722.3989999999999,678.395,689.3960000000001,630.724,575.719,630.724,568.385,590.387,678.395,597.721,608.722,630.724
"Micronesia, Fed. Sts.",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,99.009,99.009,102.676,106.34299999999999,106.34299999999999,110.01,117.344,110.01,124.678,168.68200000000002,143.013,143.013,143.013,121.01100000000001,121.01100000000001,132.012,110.01,146.68,102.676,117.344,124.678,135.679,135.679,143.013,143.013
Gabon,132.012,165.015,88.008,73.34,190.68400000000003,216.35299999999998,381.36800000000005,1012.092,1961.845,1433.797,2082.856,2845.592,2739.2490000000003,5313.483,5452.829000000001,5368.488,5709.519,6314.5740000000005,7561.354,6754.6140000000005,6633.603,6574.931,6556.596,5518.835,5995.545,6318.241,4968.785,4022.699,4334.394,5771.858,4499.409000000001,4536.079000000001,4932.115,4990.787,4389.399,4624.087,4774.434,4796.436,4979.786,4807.437,4693.76,4800.103,4572.749,4642.4220000000005,4686.4259999999995,4888.111,4173.045999999999,4118.041,4180.38,4253.72,4800.103,4950.45,5056.793,5280.48,5324.484,5262.145,5320.816999999999
United Kingdom,584299.78,588938.535,593360.937,603822.8879999999,608355.3,622619.93,618564.228,592517.527,606969.174,628857.497,653063.364,660863.073,648486.948,660034.331,617607.1410000001,603643.205,598912.775,604746.9720000001,605084.336,644893.288,579290.6579999999,560819.9789999999,548520.861,545741.275,529335.1170000001,559855.558,568777.369,571868.65,570464.189,581721.879,555924.534,566830.192,556280.233,545711.939,546738.699,538117.582,551436.126,527343.936,531905.684,530937.596,541784.582,545862.286,528642.054,540006.087,539239.684,542580.321,541458.219,528425.701,521652.75200000004,471389.18299999996,492676.11799999996,447440.006,468261.232,455940.112,419743.155,405038.485,379024.787
Georgia,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15335.393999999998,9952.238000000001,6083.553000000001,2302.876,4066.703,4437.07,4961.451,4345.395,4536.079000000001,3769.676,3388.308,3773.343,4323.393,5067.794,6149.559,6420.9169999999995,5364.821,6241.234,6314.5740000000005,7990.393,8445.101,8203.079,8980.483,9798.224,10128.254
Ghana,1463.1329999999998,1345.789,1433.797,1723.49,1650.15,1705.155,1441.131,1496.136,1763.8270000000002,1690.487,2625.572,2295.542,2423.887,2475.225,2937.2670000000003,2746.583,2434.888,3003.2729999999997,2970.27,2658.575,2559.5660000000003,3047.277,3043.61,3655.9990000000003,2581.5679999999998,3325.969,3047.277,3285.632,3450.647,3344.304,3854.0170000000003,4279.389,3755.008,4422.402,5214.474,5276.813,5610.51,6365.911999999999,6402.581999999999,6549.262,6288.905,6919.629,7422.008000000001,7631.026999999999,7348.668000000001,6992.969,9358.184000000001,9827.56,9138.164,7708.034000000001,9955.905,11525.381000000001,14862.351,14682.668,15265.721000000001,16552.838,16670.182
Gibraltar,47.67100000000001,51.338,55.005,55.005,55.005,47.67100000000001,55.005,62.339,66.006,66.006,69.673,80.67399999999999,73.34,84.34100000000001,77.007,88.008,77.007,77.007,69.673,91.675,88.008,51.338,22.002,36.67,33.003,44.004,40.336999999999996,47.67100000000001,69.673,69.673,143.013,198.018,234.688,238.355,282.35900000000004,275.025,282.35900000000004,293.36,308.028,319.029,333.69699999999995,344.69800000000004,348.365,355.699,385.035,399.70300000000003,418.038,414.371,425.37199999999996,462.042,465.709,451.041,462.042,491.37800000000004,528.048,579.386,634.391
